Date,Product,Category,Sales,Current_Stock,Unit_Price,Promotion_Flag,Holiday_Flag,Lead_Time_Days
2025-06-05,Milk,Groceries,94,403,30,0,0,3
2025-06-05,Coffee,Groceries,91,356,400,0,0,3
2025-06-06,Laptop,Electronics,58,461,70000,1,0,2
2025-06-06,Smartphone,Electronics,35,452,30000,0,0,5
2025-06-06,Headphones,Electronics,48,432,3000,0,0,6
2025-06-06,T-Shirt,Fashion,79,402,800,1,0,6
2025-06-06,Jeans,Fashion,63,459,1500,0,0,7
2025-06-06,Sneakers,Fashion,57,445,2500,0,0,3
2025-06-06,Rice,Groceries,105,389,60,1,0,4
2025-06-06,Milk,Groceries,88,417,30,0,0,4
2025-06-06,Coffee,Groceries,91,391,400,0,0,3
2025-06-07,Laptop,Electronics,56,455,70000,0,0,6
2025-06-07,Smartphone,Electronics,53,424,30000,0,0,5
2025-06-07,Headphones,Electronics,55,455,3000,0,0,7
2025-06-07,T-Shirt,Fashion,65,450,800,0,0,4
2025-06-07,Jeans,Fashion,58,463,1500,0,0,2
2025-06-07,Sneakers,Fashion,69,430,2500,0,0,5
2025-06-07,Rice,Groceries,101,401,60,0,0,6
2025-06-07,Milk,Groceries,98,395,30,0,0,6
2025-06-07,Coffee,Groceries,100,420,400,0,0,2
2025-06-08,Laptop,Electronics,52,479,70000,0,0,2
2025-06-08,Smartphone,Electronics,58,444,30000,0,0,4
2025-06-08,Headphones,Electronics,48,452,3000,0,0,7
2025-06-08,T-Shirt,Fashion,71,432,800,0,0,6
2025-06-08,Jeans,Fashion,65,442,1500,0,0,3
2025-06-08,Sneakers,Fashion,65,450,2500,0,0,6
2025-06-08,Rice,Groceries,96,395,60,0,0,5
2025-06-08,Milk,Groceries,95,410,30,0,0,6
2025-06-08,Coffee,Groceries,119,392,400,1,0,2
2025-06-09,Laptop,Electronics,48,432,70000,0,0,3
2025-06-09,Smartphone,Electronics,45,475,30000,0,0,5
2025-06-09,Headphones,Electronics,39,458,3000,0,0,6
2025-06-09,T-Shirt,Fashion,59,421,800,0,0,2
2025-06-09,Jeans,Fashion,48,443,1500,0,0,3
2025-06-09,Sneakers,Fashion,64,429,2500,0,0,6
2025-06-09,Rice,Groceries,87,409,60,0,0,3
2025-06-09,Milk,Groceries,90,415,30,0,0,4
2025-06-09,Coffee,Groceries,89,440,400,0,0,5
2025-06-10,Laptop,Electronics,44,449,70000,0,0,6
2025-06-10,Smartphone,Electronics,46,415,30000,0,0,7
2025-06-10,Headphones,Electronics,46,452,3000,0,0,5
2025-06-10,T-Shirt,Fashion,58,414,800,0,0,4
2025-06-10,Jeans,Fashion,61,420,1500,0,0,6
2025-06-10,Sneakers,Fashion,49,449,2500,0,0,2
2025-06-10,Rice,Groceries,109,406,60,1,0,6
2025-06-10,Milk,Groceries,90,405,30,0,0,7
2025-06-10,Coffee,Groceries,82,412,400,0,0,6
2025-06-11,Laptop,Electronics,42,431,70000,0,0,3
2025-06-11,Smartphone,Electronics,45,451,30000,0,0,3
2025-06-11,Headphones,Electronics,42,475,3000,0,0,4
2025-06-11,T-Shirt,Fashion,81,395,800,1,0,4
2025-06-11,Jeans,Fashion,56,426,1500,0,0,4
2025-06-11,Sneakers,Fashion,57,472,2500,0,0,4
2025-06-11,Rice,Groceries,83,388,60,0,0,6
2025-06-11,Milk,Groceries,86,396,30,0,0,3
2025-06-11,Coffee,Groceries,87,436,400,0,0,5
2025-06-12,Laptop,Electronics,38,471,70000,0,0,3
2025-06-12,Smartphone,Electronics,43,437,30000,0,0,4
2025-06-12,Headphones,Electronics,37,471,3000,0,0,7
2025-06-12,T-Shirt,Fashion,58,448,800,0,0,5
2025-06-12,Jeans,Fashion,56,443,1500,0,0,6
2025-06-12,Sneakers,Fashion,53,409,2500,0,0,2
2025-06-12,Rice,Groceries,86,439,60,0,0,7
2025-06-12,Milk,Groceries,86,433,30,0,0,3
2025-06-12,Coffee,Groceries,79,429,400,0,0,7
2025-06-13,Laptop,Electronics,55,464,70000,1,0,7
2025-06-13,Smartphone,Electronics,39,480,30000,0,0,3
2025-06-13,Headphones,Electronics,34,432,3000,0,0,3
2025-06-13,T-Shirt,Fashion,68,448,800,1,0,5
2025-06-13,Jeans,Fashion,51,456,1500,0,0,3
2025-06-13,Sneakers,Fashion,57,461,2500,0,0,5
2025-06-13,Rice,Groceries,81,416,60,0,0,6
2025-06-13,Milk,Groceries,90,372,30,0,0,5
2025-06-13,Coffee,Groceries,71,429,400,0,0,3
2025-06-14,Laptop,Electronics,51,474,70000,0,0,4
2025-06-14,Smartphone,Electronics,39,474,30000,0,0,3
2025-06-14,Headphones,Electronics,49,467,3000,0,0,3
2025-06-14,T-Shirt,Fashion,60,422,800,0,0,4
2025-06-14,Jeans,Fashion,65,391,1500,0,0,5
2025-06-14,Sneakers,Fashion,57,453,2500,0,0,3
2025-06-14,Rice,Groceries,83,418,60,0,0,3
2025-06-14,Milk,Groceries,92,408,30,0,0,4
2025-06-14,Coffee,Groceries,96,428,400,0,0,6
2025-06-15,Laptop,Electronics,51,469,70000,0,0,6
2025-06-15,Smartphone,Electronics,48,458,30000,0,0,6
2025-06-15,Headphones,Electronics,46,473,3000,0,0,2
2025-06-15,T-Shirt,Fashion,53,448,800,0,0,2
2025-06-15,Jeans,Fashion,60,437,1500,0,0,6
2025-06-15,Sneakers,Fashion,72,448,2500,1,0,7
2025-06-15,Rice,Groceries,83,439,60,0,0,4
2025-06-15,Milk,Groceries,88,408,30,0,0,7
2025-06-15,Coffee,Groceries,77,403,400,0,0,3
2025-06-16,Laptop,Electronics,30,492,70000,0,0,7
2025-06-16,Smartphone,Electronics,28,452,30000,0,0,5
2025-06-16,Headphones,Electronics,23,489,3000,0,0,6
2025-06-16,T-Shirt,Fashion,48,499,800,0,0,2
2025-06-16,Jeans,Fashion,39,420,1500,0,0,2
2025-06-16,Sneakers,Fashion,63,388,2500,1,0,2
2025-06-16,Rice,Groceries,77,427,60,0,0,5
2025-06-16,Milk,Groceries,81,402,30,0,0,2
2025-06-16,Coffee,Groceries,68,425,400,0,0,4
2025-06-17,Laptop,Electronics,36,473,70000,0,0,5
2025-06-17,Smartphone,Electronics,29,491,30000,0,0,2
2025-06-17,Headphones,Electronics,29,500,3000,0,0,3
2025-06-17,T-Shirt,Fashion,49,449,800,0,0,5
2025-06-17,Jeans,Fashion,46,471,1500,0,0,6
2025-06-17,Sneakers,Fashion,48,475,2500,0,0,2
2025-06-17,Rice,Groceries,69,456,60,0,0,7
2025-06-17,Milk,Groceries,77,441,30,0,0,5
2025-06-17,Coffee,Groceries,79,426,400,0,0,7
2025-06-18,Laptop,Electronics,27,497,70000,0,0,2
2025-06-18,Smartphone,Electronics,24,483,30000,0,0,5
2025-06-18,Headphones,Electronics,18,481,3000,0,0,5
2025-06-18,T-Shirt,Fashion,47,460,800,0,0,6
2025-06-18,Jeans,Fashion,44,462,1500,0,0,7
2025-06-18,Sneakers,Fashion,49,434,2500,0,0,5
2025-06-18,Rice,Groceries,72,423,60,0,0,3
2025-06-18,Milk,Groceries,97,420,30,1,0,7
2025-06-18,Coffee,Groceries,90,408,400,1,0,7
2025-06-19,Laptop,Electronics,29,460,70000,0,0,2
2025-06-19,Smartphone,Electronics,35,478,30000,0,0,4
2025-06-19,Headphones,Electronics,23,476,3000,0,0,7
2025-06-19,T-Shirt,Fashion,37,465,800,0,0,4
2025-06-19,Jeans,Fashion,47,473,1500,0,0,4
2025-06-19,Sneakers,Fashion,40,453,2500,0,0,3
2025-06-19,Rice,Groceries,88,411,60,1,0,7
2025-06-19,Milk,Groceries,72,417,30,0,0,7
2025-06-19,Coffee,Groceries,70,427,400,0,0,3
2025-06-20,Laptop,Electronics,49,458,70000,1,0,4
2025-06-20,Smartphone,Electronics,22,479,30000,0,0,4
2025-06-20,Headphones,Electronics,41,473,3000,1,0,4
2025-06-20,T-Shirt,Fashion,41,475,800,0,0,7
2025-06-20,Jeans,Fashion,45,482,1500,0,0,6
2025-06-20,Sneakers,Fashion,44,455,2500,0,0,4
2025-06-20,Rice,Groceries,75,455,60,0,0,3
2025-06-20,Milk,Groceries,68,404,30,0,0,6
2025-06-20,Coffee,Groceries,70,428,400,0,0,3
2025-06-21,Laptop,Electronics,32,467,70000,0,0,5
2025-06-21,Smartphone,Electronics,35,430,30000,0,0,6
2025-06-21,Headphones,Electronics,31,471,3000,0,0,2
2025-06-21,T-Shirt,Fashion,48,480,800,0,0,7
2025-06-21,Jeans,Fashion,46,442,1500,0,0,4
2025-06-21,Sneakers,Fashion,48,456,2500,0,0,6
2025-06-21,Rice,Groceries,103,388,60,1,0,3
2025-06-21,Milk,Groceries,76,408,30,0,0,3
2025-06-21,Coffee,Groceries,82,394,400,0,0,6
2025-06-22,Laptop,Electronics,37,492,70000,0,0,7
2025-06-22,Smartphone,Electronics,28,471,30000,0,0,2
2025-06-22,Headphones,Electronics,32,445,3000,0,0,2
2025-06-22,T-Shirt,Fashion,38,459,800,0,0,4
2025-06-22,Jeans,Fashion,43,485,1500,0,0,7
2025-06-22,Sneakers,Fashion,43,445,2500,0,0,7
2025-06-22,Rice,Groceries,84,396,60,0,0,6
2025-06-22,Milk,Groceries,84,400,30,0,0,5
2025-06-22,Coffee,Groceries,80,398,400,0,0,7
2025-06-23,Laptop,Electronics,24,483,70000,0,0,5
2025-06-23,Smartphone,Electronics,55,445,30000,1,0,3
2025-06-23,Headphones,Electronics,26,461,3000,0,0,7
2025-06-23,T-Shirt,Fashion,35,485,800,0,0,6
2025-06-23,Jeans,Fashion,30,461,1500,0,0,4
2025-06-23,Sneakers,Fashion,35,483,2500,0,0,7
2025-06-23,Rice,Groceries,71,433,60,0,0,2
2025-06-23,Milk,Groceries,57,484,30,0,0,3
2025-06-23,Coffee,Groceries,73,428,400,0,0,4
2025-06-24,Laptop,Electronics,26,458,70000,0,0,6
2025-06-24,Smartphone,Electronics,26,463,30000,0,0,2
2025-06-24,Headphones,Electronics,34,466,3000,0,0,7
2025-06-24,T-Shirt,Fashion,55,423,800,0,0,5
2025-06-24,Jeans,Fashion,58,438,1500,1,0,5
2025-06-24,Sneakers,Fashion,36,497,2500,0,0,5
2025-06-24,Rice,Groceries,70,414,60,0,0,6
2025-06-24,Milk,Groceries,78,415,30,0,0,4
2025-06-24,Coffee,Groceries,67,438,400,0,0,4
2025-06-25,Laptop,Electronics,30,478,70000,0,0,3
2025-06-25,Smartphone,Electronics,18,443,30000,0,0,5
2025-06-25,Headphones,Electronics,22,455,3000,0,0,3
2025-06-25,T-Shirt,Fashion,31,485,800,0,0,4
2025-06-25,Jeans,Fashion,43,462,1500,0,0,5
2025-06-25,Sneakers,Fashion,38,471,2500,0,0,7
2025-06-25,Rice,Groceries,75,431,60,0,0,4
2025-06-25,Milk,Groceries,64,450,30,0,0,3
2025-06-25,Coffee,Groceries,74,418,400,0,0,4
2025-06-26,Laptop,Electronics,33,445,70000,0,0,3
2025-06-26,Smartphone,Electronics,32,444,30000,0,0,4
2025-06-26,Headphones,Electronics,24,489,3000,0,0,3
2025-06-26,T-Shirt,Fashion,50,458,800,0,0,4
2025-06-26,Jeans,Fashion,34,495,1500,0,0,2
2025-06-26,Sneakers,Fashion,39,488,2500,0,0,2
2025-06-26,Rice,Groceries,74,434,60,0,0,5
2025-06-26,Milk,Groceries,76,429,30,0,0,5
2025-06-26,Coffee,Groceries,65,428,400,0,0,3
2025-06-27,Laptop,Electronics,25,471,70000,0,0,7
2025-06-27,Smartphone,Electronics,41,442,30000,0,0,4
2025-06-27,Headphones,Electronics,27,497,3000,0,0,2
2025-06-27,T-Shirt,Fashion,49,454,800,0,0,5
2025-06-27,Jeans,Fashion,43,453,1500,0,0,5
2025-06-27,Sneakers,Fashion,39,472,2500,0,0,6
2025-06-27,Rice,Groceries,74,406,60,0,0,2
2025-06-27,Milk,Groceries,76,430,30,0,0,2
2025-06-27,Coffee,Groceries,76,389,400,0,0,2
2025-06-28,Laptop,Electronics,36,455,70000,0,0,3
2025-06-28,Smartphone,Electronics,53,427,30000,1,0,4
2025-06-28,Headphones,Electronics,50,482,3000,0,0,5
2025-06-28,T-Shirt,Fashion,52,463,800,0,0,6
2025-06-28,Jeans,Fashion,48,460,1500,0,0,4
2025-06-28,Sneakers,Fashion,52,481,2500,0,0,3
2025-06-28,Rice,Groceries,82,396,60,0,0,6
2025-06-28,Milk,Groceries,89,392,30,0,0,3
2025-06-28,Coffee,Groceries,73,455,400,0,0,3
2025-06-29,Laptop,Electronics,32,449,70000,0,0,2
2025-06-29,Smartphone,Electronics,50,473,30000,0,0,4
2025-06-29,Headphones,Electronics,43,467,3000,0,0,2
2025-06-29,T-Shirt,Fashion,49,428,800,0,0,6
2025-06-29,Jeans,Fashion,56,435,1500,0,0,2
2025-06-29,Sneakers,Fashion,56,430,2500,0,0,3
2025-06-29,Rice,Groceries,85,452,60,0,0,3
2025-06-29,Milk,Groceries,109,407,30,1,0,3
2025-06-29,Coffee,Groceries,82,405,400,0,0,5
